CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA SAP;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;CLI;CARACTER DE GC;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;dGESTION OC;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEXPEDICION;LIBERACION SOLPED;GESTION OC CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;GESTION OC SEDE;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;GESTION OC EQUIPOS;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;CARACTER ALMACEN RECEPCION;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;CADENA DE SUMINISTRO;ALMACEN ;COMPRAS ABASTECIMIENTO;COMPRAS EQUIPOS
"00001 GENERAL SEDE&#160;";1000080085;30;ZPAN;PM 101 713 ITMS LIMP;;0;;;;DYANEZ;1009669;BOLSA RESIDUOS PLASTICA 45X60 NEGRA X10;40;Materiales usuales;CUMPLIDO;MM01;1;23/12/2025;6/1/2026;enero;10138964;30;1;23/12/2025;23/12/2025;C17;4500116682;20;2001;1;MALVAREZ;5/1/2026;5/1/2026;9/1/2026;9/1/2026;C17;VALLEJOS GASTON EMILIANO;40;0;0;40;5000157784;8/1/2026;2001;2;1;8/1/2026;AITURRIETA;;8000083202;40;1;AITURRIETA;8/1/2026;8/1/2026;;;;;;0;;;;;;;;;;;;;;;;;;2;;8/1/2026;00001;SEDE;0;0;-3;-4;0;0;;;;;;;;3;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000080085;40;ZPAN;PM 101 713 ITMS LIMP;;0;;;;DYANEZ;1046819;DETERGENTE COCINA X500ML;5;Materiales usuales;CUMPLIDO;MM01;1;23/12/2025;6/1/2026;enero;10138964;40;1;23/12/2025;23/12/2025;C17;4500116691;20;2001;1;MALVAREZ;6/1/2026;6/1/2026;9/1/2026;9/1/2026;C17;ESCAÑUELA JORGE PABLO;5;0;0;5;5000158400;14/1/2026;2001;2;1;14/1/2026;FGONZALEZ;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;8;;14/1/2026;00001;SEDE;;;-9;-4;0;;;;;;;;;9;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000080085;50;ZPAN;PM 101 713 ITMS LIMP;;0;;;;DYANEZ;1009646;SECADOR DE PISO 30CM;6;Materiales usuales;CUMPLIDO;MM01;1;23/12/2025;6/1/2026;enero;10138964;50;1;23/12/2025;23/12/2025;C17;4500116682;30;2001;1;MALVAREZ;5/1/2026;5/1/2026;9/1/2026;9/1/2026;C17;VALLEJOS GASTON EMILIANO;6;0;0;6;5000157784;8/1/2026;2001;3;1;8/1/2026;AITURRIETA;;8000083202;6;1;AITURRIETA;8/1/2026;8/1/2026;;;;;;0;;;;;;;;;;;;;;;;;;2;;8/1/2026;00001;SEDE;0;0;-3;-4;0;0;;;;;;;;3;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000080085;60;ZPAN;PM 101 713 ITMS LIMP;;0;;;;DYANEZ;1009663;INSECTICIDA MATA MOSCAS Y MOSQ AZUL;12;Materiales usuales;CUMPLIDO;MM01;1;23/12/2025;6/1/2026;enero;10138964;60;1;23/12/2025;23/12/2025;C17;4500116691;30;2001;1;MALVAREZ;6/1/2026;6/1/2026;9/1/2026;9/1/2026;C17;ESCAÑUELA JORGE PABLO;12;0;0;12;5000158400;14/1/2026;2001;3;1;14/1/2026;FGONZALEZ;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;8;;14/1/2026;00001;SEDE;;;-9;-4;0;;;;;;;;;9;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000080372;40;ZPAN;COMPRE ENERO;;0;;;;AJORGE;1010740;YERBA MATE EN SAQUITOS X CAJA 50 UN.;30;Materiales usuales;CUMPLIDO;MR01;1;5/1/2026;15/1/2026;enero;10139520;40;1;5/1/2026;5/1/2026;C17;4500118235;10;2001;2;GJULIANI;22/1/2026;22/1/2026;30/1/2026;30/1/2026;C17;DAVID ROSENTAL E HIJOS SACI;30;0;0;30;5000159551;23/1/2026;2001;1;1;23/1/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;8;;23/1/2026;00001;SEDE;;;-9;-16;0;;;;;;;;;9;;;;16;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000080995;10;ZPAN;COMPRA ENE;;0;;;;AJORGE;1012823;LECHE EN POLVO DESCREMADA 400GRMS;60;Materiales genericos;CUMPLIDO;MR01;1;14/1/2026;21/1/2026;enero;10140319;20;1;22/1/2026;23/1/2026;C17;4500118469;10;2001;1;GJULIANI;26/1/2026;26/1/2026;3/2/2026;3/2/2026;C17;PETRAL S.R.L.;60;0;0;60;5000160240;29/1/2026;2001;1;1;29/1/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;8;;29/1/2026;00001;SEDE;;;-9;-14;0;;;;;;;;;9;;;;14;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000081567;10;ZPAN;PM 101 723 ESCRITORI;;0;;;;DYANEZ;1011176;SILLON NEGRO OPERATIVO C APOYAB Y RUEDAS;2;Materiales usuales;CUMPLIDO;MM01;1;22/1/2026;5/2/2026;febrero;10141165;10;1;22/1/2026;23/1/2026;C19;4500120276;10;2001;1;VBARRA;18/2/2026;18/2/2026;28/2/2026;28/2/2026;C19;Z & B SRL;2;0;0;2;5000164351;6/3/2026;2001;1;1;5/3/2026;AITURRIETA;;8000086593;2;1;AITURRIETA;6/3/2026;6/3/2026;;;;;;0;;;;;;;;;;;;;;;;;;28;;6/3/2026;00001;SEDE;0;0;-29;-24;1;0;;;;;;;;29;;;;24;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000081854;10;ZPAN;REFLECTOR;;0;;;;RSCHUCHTEL;1010938;REFLECTOR LED P/EXTERIOR LUZ FRIA 30W;3;Materiales usuales;CUMPLIDO;MR01;1;27/1/2026;2/2/2026;febrero;10141550;10;1;27/1/2026;27/1/2026;C11;4500119311;10;2001;1;PRODRIGUEZ;4/2/2026;4/2/2026;4/2/2026;4/2/2026;C11;ELECTRINET SRL;3;0;0;3;5000161048;5/2/2026;2001;1;1;5/2/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;3;;5/2/2026;00001;SEDE;;;-4;-3;0;;;;;;;;;4;;;;3;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000083141;10;ZPAN;PM 101 732 SILLON SI;;0;;;;DYANEZ;1011176;SILLON NEGRO OPERATIVO C APOYAB Y RUEDAS;2;Materiales usuales;CUMPLIDO;MM01;1;18/2/2026;4/3/2026;marzo;10143137;10;1;18/2/2026;18/2/2026;C19;4500121615;10;MM08;1;VBARRA;4/3/2026;4/3/2026;14/3/2026;14/3/2026;C19;VOLPE HNOS. S.R.L.;2;0;0;2;5000164279;6/3/2026;MM08;1;1;6/3/2026;LBARTON;;8000086553;2;1;LBARTON;6/3/2026;11/3/2026;13783;2 BULTO 271 CC;CCARRIL;9/3/2026;4900429883;2;GQUIROGA;1/4/2026;11/3/2026;;;;;;;;;;;;;;;7;;11/3/2026;00001;SEDE;0;0;-3;-11;0;0;2;;;;;;;3;;;;11;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000083242;10;ZPAN;COMPRA ACETO01;;0;;;;AJORGE;1050421;ACETO BALSAMICO 250CC;12;Materiales usuales;CUMPLIDO;MR01;1;19/2/2026;3/3/2026;marzo;10143256;10;1;19/2/2026;19/2/2026;C17;4500120828;10;2001;1;GJULIANI;25/2/2026;25/2/2026;3/3/2026;3/3/2026;C17;MICROPACK LUCIO DI SANTO SA;12;0;0;12;5000165391;13/3/2026;2001;1;1;13/3/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;10;;13/3/2026;00001;SEDE;;;-11;-1;0;;;;;;;;;11;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000083516;30;ZPAN;PM 101 735 ALIMENTOS;;0;;;;DYANEZ;1010737;TE TILO EN SAQUITOS X CAJA 25 UN.;10;Materiales usuales;CUMPLIDO;MM01;1;24/2/2026;10/3/2026;marzo;10143648;30;1;24/2/2026;24/2/2026;C17;4500121494;40;2001;1;MALVAREZ;4/3/2026;4/3/2026;9/3/2026;9/3/2026;C17;VALLEJOS GASTON EMILIANO;10;0;0;10;5000164905;11/3/2026;2001;1;2;11/3/2026;AITURRIETA;;8000086880;10;2;AITURRIETA;6/3/2026;11/3/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;11/3/2026;00001;SEDE;0;0;-2;0;0;-5;;;;;;;;2;;;;;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000083516;40;ZPAN;PM 101 735 ALIMENTOS;;0;;;;DYANEZ;1010735;TE MANZANILLA EN SAQUITOS X CAJA 25 UN.;6;Materiales usuales;CUMPLIDO;MM01;1;24/2/2026;10/3/2026;marzo;10143648;40;1;24/2/2026;24/2/2026;C17;4500121494;50;2001;1;MALVAREZ;4/3/2026;4/3/2026;9/3/2026;9/3/2026;C17;VALLEJOS GASTON EMILIANO;6;0;0;6;5000164905;11/3/2026;2001;2;2;11/3/2026;AITURRIETA;;8000086880;6;2;AITURRIETA;6/3/2026;11/3/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;11/3/2026;00001;SEDE;0;0;-2;0;0;-5;;;;;;;;2;;;;;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;10;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1010724;AZUCAR X KG.;30;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;10;1;6/3/2026;6/3/2026;C17;4500122364;10;2001;1;GJULIANI;12/3/2026;12/3/2026;;20/3/2026;C17;PETRAL S.R.L.;30;0;0;30;5000166680;25/3/2026;2001;1;1;25/3/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;5;;25/3/2026;00001;SEDE;;;-6;-1;0;;;;;;;;;6;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;30;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1048653;LECHE EN POLVO DESCREMADA X 200 GR.;30;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;30;1;6/3/2026;6/3/2026;C17;4500122364;20;2001;1;GJULIANI;12/3/2026;12/3/2026;;20/3/2026;C17;PETRAL S.R.L.;30;0;0;30;5000166680;25/3/2026;2001;2;1;25/3/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;5;;25/3/2026;00001;SEDE;;;-6;-1;0;;;;;;;;;6;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;40;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1010740;YERBA MATE EN SAQUITOS X CAJA 50 UN.;20;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;40;1;6/3/2026;6/3/2026;C17;4500122364;30;2001;1;GJULIANI;12/3/2026;12/3/2026;20/3/2026;9/4/2026;C17;PETRAL S.R.L.;20;0;0;20;5000167575;1/4/2026;2001;1;1;1/4/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;12;;1/4/2026;00001;SEDE;;;-13;-21;0;;;;;;;;;13;;;;21;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;50;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1048661;TE BOLDO EN SAQUITO X 25 UN.;24;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;50;1;6/3/2026;6/3/2026;C17;4500122364;40;2001;1;GJULIANI;12/3/2026;12/3/2026;;20/3/2026;C17;PETRAL S.R.L.;24;0;0;24;5000166680;25/3/2026;2001;3;1;25/3/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;5;;25/3/2026;00001;SEDE;;;-6;-1;0;;;;;;;;;6;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;60;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1010735;TE MANZANILLA EN SAQUITOS X CAJA 25 UN.;11;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;60;1;6/3/2026;6/3/2026;C17;4500122364;50;2001;1;GJULIANI;12/3/2026;12/3/2026;20/3/2026;9/4/2026;C17;PETRAL S.R.L.;11;0;0;11;5000166680;25/3/2026;2001;4;1;25/3/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;5;;25/3/2026;00001;SEDE;;;-6;-21;0;;;;;;;;;6;;;;21;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000084275;70;ZPAN;COMPRA MARZO;;0;;;;AJORGE;1048657;YERBA PLAYADITO  X KG.;50;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;20/3/2026;marzo;10144729;70;1;6/3/2026;6/3/2026;C17;4500122364;60;2001;1;GJULIANI;12/3/2026;12/3/2026;;20/3/2026;C17;PETRAL S.R.L.;50;0;0;50;5000167575;1/4/2026;2001;2;2;1/4/2026;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;12;;1/4/2026;00001;SEDE;;;-13;-1;0;;;;;;;;;13;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000085536;10;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1012841;SECADOR LIMPIAVIDRIO INOX PROF. 25 CM UN;1;Materiales genericos;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;10;1;26/3/2026;27/3/2026;C17;4500124240;10;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;1;0;0;1;5000168796;13/4/2026;2001;1;1;10/4/2026;AITURRIETA;;8000088750;1;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;20;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009669;BOLSA RESIDUOS PLASTICA 45X60 NEGRA X10;40;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;20;1;26/3/2026;27/3/2026;C17;4500124224;10;2001;1;MALVAREZ;6/4/2026;6/4/2026;13/4/2026;13/4/2026;C17;ABSORB PAD S.R.L.;40;0;0;40;5000169131;15/4/2026;2001;1;1;13/4/2026;AITURRIETA;;8000088875;40;1;AITURRIETA;15/4/2026;15/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;4;;15/4/2026;00001;SEDE;0;0;-5;-5;2;0;;;;;;;;5;;;;5;;;;;;GESTION SAN JUAN;;1;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;40;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009636;LIMPIADOR SUPERFICIES CREMA 900CC;8;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;40;1;26/3/2026;27/3/2026;C17;4500124240;20;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;8;0;0;8;5000168796;13/4/2026;2001;2;1;10/4/2026;AITURRIETA;;8000088750;8;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;60;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009664;AEROSOL DESINFECTANTE ANTIBACT 360ML;20;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;60;1;26/3/2026;27/3/2026;C17;4500124240;30;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;20;0;0;20;5000168796;13/4/2026;2001;3;1;10/4/2026;AITURRIETA;;8000088750;20;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;70;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1012841;BRILLAPISOS X 5 LTS;5;Materiales genericos;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;70;1;26/3/2026;27/3/2026;C17;4500125689;10;2001;2;MALVAREZ;21/4/2026;21/4/2026;23/4/2026;23/4/2026;C17;VALLEJOS GASTON EMILIANO;5;0;0;5;5000170492;24/4/2026;2001;1;1;23/4/2026;AITURRIETA;;8000089446;5;1;AITURRIETA;24/4/2026;24/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;14;;24/4/2026;00001;SEDE;0;0;-15;-15;1;0;;;;;;;;15;;;;15;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000085536;80;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009651;FRANELA;18;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;80;1;26/3/2026;27/3/2026;C17;4500124240;50;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;18;0;0;18;5000168796;13/4/2026;2001;4;1;10/4/2026;AITURRIETA;;8000088750;18;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;90;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009650;TRAPO REJILLA;18;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;90;1;26/3/2026;27/3/2026;C17;4500124240;60;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;18;0;0;18;5000168796;13/4/2026;2001;5;1;10/4/2026;AITURRIETA;;8000088750;18;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;100;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1046822;REPUESTO AROMAT. AMBIENTE P/PULV. X280CC;20;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;100;1;26/3/2026;27/3/2026;C17;4500124240;70;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;20;0;0;20;5000168796;13/4/2026;2001;6;1;10/4/2026;AITURRIETA;;8000088750;20;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;130;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009627;LAVANDINA X5LT;9;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;130;1;26/3/2026;27/3/2026;C17;4500124756;10;2001;1;MALVAREZ;10/4/2026;10/4/2026;13/4/2026;13/4/2026;C17;VALLEJOS GASTON EMILIANO;9;0;0;9;5000169133;15/4/2026;2001;1;1;13/4/2026;AITURRIETA;;8000088875;9;1;AITURRIETA;15/4/2026;15/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;4;;15/4/2026;00001;SEDE;0;0;-5;-5;2;0;;;;;;;;5;;;;5;;;;;;GESTION SAN JUAN;;1;;1;1;
"00001 GENERAL SEDE&#160;";1000085536;140;ZPAN;PM 101 754 ITMS LIMP;;0;;;;DYANEZ;1009657;TRAPO DE PISO REFORZADO;10;Materiales usuales;CUMPLIDO;MM01;1;26/3/2026;9/4/2026;abril;10146387;140;1;26/3/2026;27/3/2026;C17;4500124240;80;2001;1;MALVAREZ;6/4/2026;6/4/2026;9/4/2026;9/4/2026;C17;PRANAMAR S.R.L.;10;0;0;10;5000168796;13/4/2026;2001;7;1;10/4/2026;AITURRIETA;;8000088750;10;1;AITURRIETA;13/4/2026;13/4/2026;;;;;;0;;;;;;;;;;;;;;;;;;1;;13/4/2026;00001;SEDE;0;0;-2;-1;3;0;;;;;;;;2;;;;1;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000085570;10;ZPAN;PEDIDO S/ MAIL ADJ.;;0;;;;ASIGNORELLI;1012825;PUERTA 1 HOHA 1000X2140;3;Materiales genericos;CUMPLIDO;MR01;1;27/3/2026;20/4/2026;abril;10146421;10;1;27/3/2026;27/3/2026;C19;4500123979;10;2001;1;VBARRA;1/4/2026;6/4/2026;20/4/2026;20/4/2026;C19;GRIMALDI G.H. S.R.L.;3;0;0;3;5000170138;22/4/2026;2001;1;1;22/4/2026;ASIGNORELLI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;22/4/2026;00001;SEDE;;;-3;-1;0;;;;;;;;;3;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000085570;20;ZPAN;PEDIDO S/ MAIL ADJ.;;0;;;;ASIGNORELLI;1012825;PUERTA 1 HOHA 600X2140;2;Materiales genericos;CUMPLIDO;MR01;1;27/3/2026;20/4/2026;abril;10146421;20;1;27/3/2026;27/3/2026;C19;4500123979;20;2001;1;VBARRA;1/4/2026;6/4/2026;20/4/2026;20/4/2026;C19;GRIMALDI G.H. S.R.L.;2;0;0;2;5000170138;22/4/2026;2001;2;1;22/4/2026;ASIGNORELLI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;22/4/2026;00001;SEDE;;;-3;-1;0;;;;;;;;;3;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000085570;30;ZPAN;PEDIDO S/ MAIL ADJ.;;0;;;;ASIGNORELLI;1012825;PAÑO FIJO 1992X992;1;Materiales genericos;CUMPLIDO;MR01;1;27/3/2026;20/4/2026;abril;10146421;30;1;27/3/2026;27/3/2026;C19;4500123979;30;2001;1;VBARRA;1/4/2026;6/4/2026;20/4/2026;20/4/2026;C19;GRIMALDI G.H. S.R.L.;1;0;0;1;5000170138;22/4/2026;2001;3;1;22/4/2026;ASIGNORELLI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;22/4/2026;00001;SEDE;;;-3;-1;0;;;;;;;;;3;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000085570;40;ZPAN;PEDIDO S/ MAIL ADJ.;;0;;;;ASIGNORELLI;1012825;VENTANA BANDEROLA 790X490;6;Materiales genericos;CUMPLIDO;MR01;1;27/3/2026;20/4/2026;abril;10146421;40;1;27/3/2026;27/3/2026;C19;4500123979;40;2001;1;VBARRA;1/4/2026;6/4/2026;20/4/2026;20/4/2026;C19;GRIMALDI G.H. S.R.L.;6;0;0;6;5000170138;22/4/2026;2001;4;1;22/4/2026;ASIGNORELLI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;22/4/2026;00001;SEDE;;;-3;-1;0;;;;;;;;;3;;;;1;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000086641;10;ZPAN;PM 101 760 CARTELERI;;0;;;;DYANEZ;1012746;CARTEL 4.20 MTRS X 1.80MTRS COTZ.13/4/26;1;Materiales genericos;CUMPLIDO;MM01;1;15/4/2026;29/4/2026;abril;10147739;10;1;15/4/2026;15/4/2026;C17;4500125318;10;2001;1;MALVAREZ;17/4/2026;17/4/2026;29/4/2026;29/4/2026;C17;DEMOGRAFICO - GABRIEL ACOSTA;1;0;0;1;5000172253;8/5/2026;2001;1;1;8/5/2026;DYANEZ;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;9;;8/5/2026;00001;SEDE;;;-10;-1;0;;;;;;;;;10;;;;1;;;;;;GESTION SAN JUAN;;;;;1;
